"Gene","Var"
"1552320_PM_a_at",0.808215610183411
"1552321_PM_a_at",0.891805031979033
"1552322_PM_at",0.251704232499373
"1552323_PM_s_at",0.640078326235825
"1552325_PM_at",0.323620472619447
"1552326_PM_a_at",0.224928342645389
"1552327_PM_at",0.195766237650294
"1552329_PM_at",1.11386521722575
"1552330_PM_at",1.04117853859437
"1552332_PM_at",0.439528293052257
"1552334_PM_at",1.1592118278854
"1552335_PM_at",0.957490614976415
"1552337_PM_s_at",0.246933902493595
"1552338_PM_at",0.239213613373992
"1552340_PM_at",0.188528237417094
"1552343_PM_s_at",0.998556606824996
"1552344_PM_s_at",0.994968777967697
"1552347_PM_at",0.870416932010142
"1552348_PM_at",2.30873286312102
"1552349_PM_a_at",1.98556932067136
"1552354_PM_at",0.259565227981365
"1552355_PM_s_at",0.221912431416037
"1552359_PM_at",0.221336640594418
"1552360_PM_a_at",0.831485707087638
"1552362_PM_a_at",0.658879840274065
"1552364_PM_s_at",0.692794400281713
"1552365_PM_at",0.21689409553446
"1552367_PM_a_at",0.276705205237331
"1552368_PM_at",0.20552825761698
"1552370_PM_at",1.2805524849888
"1552372_PM_at",0.255619057902524
"1552373_PM_s_at",0.233065630275817
"1552375_PM_at",1.03206315145231
"1552377_PM_s_at",0.385198686037243
"1552378_PM_s_at",0.306107295490409
"1552379_PM_at",0.199605768550478
"1552381_PM_at",0.214400907222824
"1552383_PM_at",0.409056499124117
"1552384_PM_a_at",0.214562730300474
"1552386_PM_at",0.919828209932752
"1552388_PM_at",0.272061535051153
"1552389_PM_at",0.295068204513032
"1552390_PM_a_at",0.215814651750441
"1552391_PM_at",0.271083366061056
"1552393_PM_at",0.19696960918234
"1552394_PM_a_at",0.206685794031597
"1552395_PM_at",0.39083017553742
"1552396_PM_at",0.201988328097381
"1552398_PM_a_at",1.43863777440749
"1552399_PM_a_at",0.234229001074915
"1552400_PM_a_at",0.209495480773664
"1552401_PM_a_at",0.286715614836334
"1552402_PM_at",0.210296174706579
"1552405_PM_at",0.247066677673633
"1552408_PM_at",0.227108719835769
"1552409_PM_a_at",0.215884941675922
"1552410_PM_at",0.633110319787642
"1552411_PM_at",0.409223053305269
"1552412_PM_a_at",0.242345065588367
"1552414_PM_at",0.272956912776196
"1552415_PM_a_at",0.193926142749921
"1552417_PM_a_at",0.663914954703527
"1552418_PM_at",0.231834697544255
"1552419_PM_s_at",0.225341110970835
"1552421_PM_a_at",0.238628928078836
"1552422_PM_at",0.191711164552012
"1552423_PM_at",0.841765308508553
"1552424_PM_at",0.230828635357574
"1552425_PM_a_at",0.211710644841532
"1552426_PM_a_at",1.06881608403098
"1552427_PM_at",0.362035119119936
"1552430_PM_at",0.217700697774731
"1552432_PM_at",0.233730935020553
"1552436_PM_a_at",0.223418799246864
"1552438_PM_a_at",0.228060338584707
"1552439_PM_s_at",0.22992510802286
"1552440_PM_at",0.237606898484057
"1552445_PM_a_at",0.220258192071555
"1552448_PM_a_at",0.194816243446601
"1552449_PM_a_at",0.85684020211801
"1552450_PM_a_at",0.2279867701451
"1552452_PM_at",0.248595554336493
"1552453_PM_a_at",0.205249691535232
"1552455_PM_at",0.197695713212471
"1552456_PM_a_at",0.197922513007708
"1552457_PM_a_at",0.224590052122519
"1552458_PM_at",0.274630887259448
"1552459_PM_a_at",0.205342238932877
"1552461_PM_at",0.211633228883042
"1552463_PM_at",0.239611844616354
"1552466_PM_x_at",0.252461238864252
"1552467_PM_at",0.283993980896995
"1552468_PM_a_at",0.234835675112171
"1552470_PM_a_at",0.229531099319185
"1552472_PM_a_at",0.762812813722672
"1552473_PM_at",0.364902916091913
"1552474_PM_a_at",0.459072799626549
"1552476_PM_s_at",0.244464890931327
"1552477_PM_a_at",0.193024129074847
"1552478_PM_a_at",0.239715062202802
"1552480_PM_s_at",1.98446586722276
"1552481_PM_s_at",0.298997021309783
"1552482_PM_at",0.240391729797843
"1552484_PM_at",0.24551326568383
"1552485_PM_at",0.9795452127761
"1552486_PM_s_at",1.26044788305506
"1552487_PM_a_at",0.201244047436821
"1552489_PM_s_at",0.205045708463257
"1552490_PM_at",0.229922901491355
"1552491_PM_at",0.247723094218124
"1552493_PM_s_at",0.235661369968513
"1552494_PM_at",0.20638016621418
"1552496_PM_a_at",0.210865317657741
"1552497_PM_a_at",1.59700940584159
"1552498_PM_at",0.246678687984307
"1552499_PM_a_at",0.227606448055118
"1552501_PM_a_at",0.836023034195487
"1552502_PM_s_at",0.186142080855935
"1552503_PM_at",0.201154115775748
"1552504_PM_a_at",0.222994679852044
"1552506_PM_at",0.200249189033613
"1552507_PM_at",0.214220451625982
"1552508_PM_at",0.206937817485138
"1552509_PM_a_at",0.247492891514618
"1552510_PM_at",0.754122875634101
"1552511_PM_a_at",0.216225781687732
"1552514_PM_at",0.311588086630118
"1552515_PM_at",0.207968864482934
"1552516_PM_a_at",0.869902303988796
"1552518_PM_s_at",0.291592335420916
"1552519_PM_at",0.886752147982172
"1552520_PM_at",0.255103775027237
"1552521_PM_a_at",0.220326201658257
"1552522_PM_at",0.225773195840179
"1552523_PM_a_at",0.247180413128146
"1552524_PM_at",0.193319772050493
"1552526_PM_at",0.233228126228125
"1552528_PM_at",0.349969970264417
"1552531_PM_a_at",0.203269953900048
"1552532_PM_a_at",0.219573877112256
"1552535_PM_at",0.191391853415999
"1552536_PM_at",0.936647315340923
"1552538_PM_a_at",0.211854583553868
"1552540_PM_s_at",0.243959726622454
"1552541_PM_at",0.994113163761803
"1552542_PM_s_at",0.897762865340913
"1552543_PM_a_at",0.240922682044688
"1552544_PM_at",0.21438603924387
"1552546_PM_a_at",0.795684426043776
"1552548_PM_at",0.228613619220643
"1552549_PM_a_at",0.213326078535633
"1552552_PM_s_at",1.12018117954528
"1552553_PM_a_at",0.918118261811736
"1552554_PM_a_at",0.296153777655081
"1552555_PM_at",0.33447667610146
"1552557_PM_a_at",0.277286986353785
"1552558_PM_a_at",0.334584087887263
"1552559_PM_a_at",0.199827873541386
"1552562_PM_at",0.313443186947779
"1552563_PM_a_at",0.407069541075886
"1552564_PM_at",0.300520081082532
"1552566_PM_at",0.207686530543642
"1552568_PM_at",0.263442261513968
"1552569_PM_a_at",0.235600875212137
"1552570_PM_at",0.240352816306092
"1552572_PM_a_at",0.236349979535227
"1552573_PM_s_at",0.214226701933384
"1552575_PM_a_at",0.239431484481038
"1552576_PM_at",0.274290532150202
"1552578_PM_a_at",0.243010580505217
"1552579_PM_a_at",0.213103667096406
"1552580_PM_at",0.246832298357013
"1552582_PM_at",0.445957880072504
"1552583_PM_s_at",2.08517584413676
"1552584_PM_at",0.753870858643641
"1552585_PM_s_at",0.256884595676187
"1552586_PM_at",0.234775135427692
"1552587_PM_at",0.202591902873158
"1552588_PM_a_at",0.215823997081073
"1552590_PM_a_at",0.197880135898216
"1552592_PM_at",0.257483653406097
"1552594_PM_at",0.241549978148639
"1552596_PM_at",0.289660837750627
"1552598_PM_at",0.213205908310862
"1552599_PM_at",0.192313380412908
"1552602_PM_at",0.299760183819868
"1552604_PM_at",0.216881669554507
"1552605_PM_s_at",0.244674399795872
"1552607_PM_at",0.75576535071504
"1552608_PM_at",0.231928038274938
"1552609_PM_s_at",0.219913447748389
"1552610_PM_a_at",0.855678265859684
"1552611_PM_a_at",0.782719537013074
"1552612_PM_at",1.06365736251786
"1552613_PM_s_at",1.14954462247071
"1552615_PM_at",0.495015998392888
"1552616_PM_a_at",0.238879660965756
"1552617_PM_a_at",0.728051278464654
"1552618_PM_at",0.693219235805678
"1552619_PM_a_at",0.297125407678018
"1552620_PM_at",0.402678881894383
"1552621_PM_at",1.13689073091573
"1552622_PM_s_at",1.12439361484832
"1552623_PM_at",1.31511558028575
"1552625_PM_a_at",0.893579888714382
"1552626_PM_a_at",0.240200944649389
"1552627_PM_a_at",0.320828371845643
"1552628_PM_a_at",0.406781309368803
"1552629_PM_a_at",0.208723888647859
"1552630_PM_a_at",0.264081544196079
"1552631_PM_a_at",0.236680715810508
"1552632_PM_a_at",1.24796204153935
"1552633_PM_at",1.01357229226068
"1552634_PM_a_at",1.28706396630358
"1552637_PM_at",0.200026791624755
"1552639_PM_at",0.299610620811801
"1552641_PM_s_at",0.435957852081392
"1552643_PM_at",1.0357180122033
"1552644_PM_a_at",0.623109080442079
"1552646_PM_at",0.47314777367052
"1552648_PM_a_at",1.0392973702123
"1552649_PM_a_at",0.702488008229378
"1552651_PM_a_at",0.762898017535851
"1552652_PM_at",0.496918387283394
"1552656_PM_s_at",0.590311657580442
"1552657_PM_a_at",0.314570555829824
"1552658_PM_a_at",0.25866581279212
"1552660_PM_a_at",0.522300877628199
"1552661_PM_at",0.242640617053553
"1552662_PM_a_at",0.212508886415823
"1552663_PM_a_at",0.22390452488173
"1552664_PM_at",0.963622267146094
"1552665_PM_at",0.295390519664417
"1552666_PM_a_at",0.217065223941247
"1552667_PM_a_at",0.920146933959984
"1552669_PM_at",0.491157655193504
"1552670_PM_a_at",1.15875167109903
"1552671_PM_a_at",0.300041623563909
"1552672_PM_a_at",0.197229093538393
"1552673_PM_at",0.225634839683713
"1552674_PM_at",0.22494238414553
"1552675_PM_at",0.226650275672123
"1552676_PM_at",0.241151411957763
"1552677_PM_a_at",0.595906126114431
"1552678_PM_a_at",0.96423667093502
"1552680_PM_a_at",0.266855716960415
"1552682_PM_a_at",0.22338955042665
"1552684_PM_a_at",0.222817111251949
"1552685_PM_a_at",0.293016211884143
"1552686_PM_at",0.314778499687234
"1552687_PM_a_at",0.236814899322949
"1552689_PM_at",0.222246562507904
"1552690_PM_a_at",0.454022378441451
"1552691_PM_at",0.617371126798348
"1552693_PM_at",0.695552924286294
"1552694_PM_at",0.254431864274947
"1552695_PM_a_at",0.269825861202813
"1552696_PM_at",0.197612897318191
"1552698_PM_at",0.301293420677897
"1552701_PM_a_at",1.00999071954129
"1552703_PM_s_at",0.868734709845447
"1552705_PM_at",0.213175491879486
"1552708_PM_a_at",0.220342130163107
"1552711_PM_a_at",0.673353770689063
"1552712_PM_a_at",0.249300528944772
"1552713_PM_a_at",1.56528409185935
"1552714_PM_at",0.204573271337764
"1552715_PM_a_at",0.202984476568139
"1552716_PM_at",0.338802661666115
"1552717_PM_s_at",0.499428456651518
"1552718_PM_at",0.362218402252417
"1552719_PM_at",0.78275249061988
"1552721_PM_a_at",0.24947333084964
"1552722_PM_at",0.228080207838639
"1552724_PM_at",0.247790247643595
"1552725_PM_s_at",0.231512850226199
"1552726_PM_at",0.24957491123725
"1552727_PM_s_at",0.263021955493346
"1552729_PM_at",0.447714439731674
"1552730_PM_at",0.238140976661745
"1552731_PM_at",0.213888155671953
"1552732_PM_at",0.239355233894735
"1552733_PM_at",1.04023565025655
"1552734_PM_at",0.475897727431221
"1552735_PM_at",0.261350382277307
"1552736_PM_a_at",0.199492275441375
"1552737_PM_s_at",0.866252889692619
"1552738_PM_a_at",0.287523946806573
"1552739_PM_s_at",0.38752928542242
"1552740_PM_at",0.260929505899994
"1552742_PM_at",0.476957397758992
"1552743_PM_at",0.378726919762825
"1552745_PM_at",0.235074276946828
"1552747_PM_a_at",0.200944594131313
"1552749_PM_a_at",0.395358523512651
"1552750_PM_at",0.230576481159468
"1552751_PM_a_at",0.213628208858081
"1552752_PM_a_at",0.249521614035967
"1552754_PM_a_at",0.216736233882583
"1552755_PM_at",0.784812624039183
"1552757_PM_s_at",0.258924731186835
"1552758_PM_at",0.253506692957488
"1552760_PM_at",0.271696713708269
"1552761_PM_at",0.331139401476403
"1552763_PM_at",0.238788795595265
"1552765_PM_x_at",0.225425543233355
"1552766_PM_at",0.251660680568153
"1552767_PM_a_at",0.205134637481942
"1552768_PM_at",0.230637985811065
"1552769_PM_at",0.298724610054296
"1552770_PM_s_at",0.528013206824009
"1552771_PM_a_at",0.273366645680731
"1552772_PM_at",1.78107540776894
"1552773_PM_at",2.15204615316464
"1552774_PM_a_at",0.198994237673198
"1552775_PM_at",0.218748152353933
"1552777_PM_a_at",0.224544291730311
"1552779_PM_a_at",0.232881747600252
"1552782_PM_at",0.246191086145232
"1552783_PM_at",0.291188404856201
"1552785_PM_at",0.292494721258554
"1552787_PM_at",0.867394879168254
"1552788_PM_a_at",0.469568024517121
"1552789_PM_at",1.20362579331598
"1552790_PM_a_at",1.11527088037919
"1552791_PM_a_at",0.203316970574923
"1552792_PM_at",0.230779754072519
"1552793_PM_at",0.330817105450397
"1552794_PM_a_at",0.251500575452999
"1552796_PM_a_at",0.227755575908367
"1552797_PM_s_at",0.231778624803375
"1552798_PM_a_at",0.736790874752805
"1552799_PM_at",0.213537912764571
"1552800_PM_at",0.33251201269542
"1552801_PM_at",0.231650895602465
"1552803_PM_a_at",0.201702379837567
"1552804_PM_a_at",0.256851780147862
"1552806_PM_a_at",1.36220851178047
"1552807_PM_a_at",0.705258374615814
"1552808_PM_at",0.208809295173037
"1552809_PM_at",0.300972532108395
"1552811_PM_at",0.267920960738163
"1552812_PM_a_at",0.630407844633102
"1552813_PM_at",0.214934500624951
"1552814_PM_a_at",0.236860551154659
"1552816_PM_at",0.24290338446206
"1552818_PM_a_at",0.200066792854184
"1552819_PM_at",0.221505773450334
"1552822_PM_at",0.208295468953932
"1552825_PM_at",0.229391596948213
"1552826_PM_at",0.228591146166246
"1552827_PM_s_at",0.211125127860905
"1552828_PM_at",0.42871148153765
"1552829_PM_at",0.852575087285691
"1552830_PM_at",0.260120059931412
"1552833_PM_at",0.201661948136246
"1552834_PM_at",0.246256327523519
"1552835_PM_at",0.205002911841212
"1552836_PM_at",0.284092748212378
"1552837_PM_at",0.23392832490632
"1552839_PM_at",0.238843105707936
"1552841_PM_s_at",0.226288878796931
"1552842_PM_at",0.224055214198091
"1552843_PM_at",0.25818420751986
"1552845_PM_at",0.561031232326696
"1552846_PM_s_at",0.288542211505518
"1552848_PM_a_at",0.212332494844391
"1552849_PM_at",0.252993370301222
"1552851_PM_at",0.213184987414345
"1552852_PM_a_at",0.225584257041076
"1552853_PM_at",0.252238124022278
"1552854_PM_a_at",0.233147720663205
"1552856_PM_at",0.261379035338008
"1552857_PM_a_at",0.219939634630671
"1552858_PM_at",0.219313035932137
"1552860_PM_at",0.232252503304364
"1552862_PM_at",0.398286230532138
"1552863_PM_a_at",0.859874575309316
"1552865_PM_a_at",0.225243756062798
"1552867_PM_at",0.231187072805866
"1552868_PM_at",0.238006087532152
"1552870_PM_s_at",0.204655447893041
"1552872_PM_at",0.299708701795487
"1552873_PM_s_at",0.212019912247512
"1552875_PM_a_at",0.316474329114735
"1552876_PM_at",0.183270063341311
"1552877_PM_s_at",0.218254994075664
"1552878_PM_at",0.259030948152806
"1552879_PM_a_at",0.243410345587345
"1552880_PM_at",0.223897682624748
"1552882_PM_a_at",0.176546232231688
"1552884_PM_at",0.264855301059645
"1552885_PM_a_at",0.28338508462111
"1552887_PM_at",0.258941986478797
"1552889_PM_a_at",0.397452000959405
"1552890_PM_a_at",0.231588247777964
"1552892_PM_at",0.629214131412069
"1552893_PM_at",0.502782918930643
"1552895_PM_a_at",0.208000785322194
"1552897_PM_a_at",0.196394127552599
"1552898_PM_a_at",0.229582243298964
"1552899_PM_at",0.615308676137006
"1552900_PM_a_at",0.20129047377319
"1552902_PM_a_at",0.242918014175876
"1552903_PM_at",0.204017254470296
"1552904_PM_at",0.261009085906459
"1552906_PM_at",0.231861593273453
"1552908_PM_at",0.271224143295612
"1552910_PM_at",0.651693789923717
"1552911_PM_at",0.256985945241081
"1552912_PM_a_at",0.252003850559953
"1552913_PM_at",0.209463507990635
"1552914_PM_a_at",0.266521391045516
"1552915_PM_at",0.220559190681909
"1552917_PM_at",0.265746522820181
"1552919_PM_at",0.260123390060533
"1552921_PM_a_at",0.265012025358579
"1552922_PM_at",0.228929342429102
"1552923_PM_a_at",0.222033310419274
"1552924_PM_a_at",0.291427312613094
"1552925_PM_at",0.200095039415626
"1552927_PM_at",0.262016551158152
"1552928_PM_s_at",0.268992695566688
"1552929_PM_at",0.239986963910524
"1552930_PM_at",0.655192814264293
"1552931_PM_a_at",0.336011482802639
"1552932_PM_at",0.213514096623825
"1552933_PM_at",0.20967304473069
"1552935_PM_at",0.254195929210662
"1552937_PM_s_at",0.642691975400336
"1552938_PM_at",0.231000013668837
"1552939_PM_at",0.203643837491443
"1552940_PM_at",0.203449543548605
"1552942_PM_at",0.208425274584654
"1552943_PM_at",0.205390468977081
"1552944_PM_a_at",0.410082195358359
"1552946_PM_at",0.276146205754452
"1552947_PM_x_at",0.261722801919757
"1552948_PM_at",0.24720406360868
"1552950_PM_at",0.253112245445426
"1552952_PM_at",0.231260024524238
"1552953_PM_a_at",0.200052324313663
"1552954_PM_at",0.319512156747874
"1552955_PM_at",0.247089705834923
"1552957_PM_at",0.219365762902663
"1552960_PM_at",0.241943644383339
"1552961_PM_at",0.283915009624856
"1552964_PM_at",0.22954913126571
"1552965_PM_a_at",0.188396858738566
"1552967_PM_at",0.215274475606344
"1552969_PM_a_at",0.268963812640486
"1552970_PM_s_at",0.225617197241443
"1552971_PM_at",0.242406128745844
"1552972_PM_at",0.232093745926698
"1552973_PM_at",0.242731394980459
"1552974_PM_at",0.269912936419291
"1552975_PM_x_at",0.284777007375202
"1552976_PM_at",0.24582020355208
"1552977_PM_a_at",0.687318365348304
"1552978_PM_a_at",1.20577532353016
"1552979_PM_at",0.200588908346095
"1552980_PM_at",0.955845007402074
"1552982_PM_a_at",0.206271496236337
"1552985_PM_at",0.22886545603475
"1552986_PM_at",0.280989972523455
"1552987_PM_a_at",0.255072629372329
"1552988_PM_at",0.23005227932983
"1552990_PM_at",0.269210148547619
"1552991_PM_at",0.172166196617458
"1552993_PM_at",0.261418974415257
"1552995_PM_at",0.216955439459732
"1552997_PM_a_at",0.265093232055003
"1552998_PM_at",0.219689166008804
"1552999_PM_a_at",0.232109986678403
"1553002_PM_at",0.198817118162822
"1553003_PM_at",0.227472300981211
"1553004_PM_at",0.235075449581785
"1553006_PM_at",0.237318551718699
"1553007_PM_a_at",0.174850877142542
"1553009_PM_s_at",0.23411018476329
"1553011_PM_at",0.206278167843369
"1553013_PM_at",0.258833259734583
"1553015_PM_a_at",0.289955833630806
"1553016_PM_at",0.228977217095083
"1553019_PM_at",0.241607266273576
"1553020_PM_at",0.222178817077305
"1553021_PM_s_at",0.512040800190274
"1553022_PM_at",0.240180205069252
"1553023_PM_a_at",0.219232285760291
"1553024_PM_at",0.209227836570941
"1553025_PM_at",0.259584061542343
"1553027_PM_a_at",0.220228793893106
"1553028_PM_at",0.201725569088012
"1553030_PM_a_at",0.280347924669084
"1553031_PM_at",0.199242905944845
"1553032_PM_at",0.246125035163059
"1553033_PM_at",0.213999493225316
"1553034_PM_at",0.373161514011153
"1553036_PM_at",0.201058601798234
"1553037_PM_a_at",0.223549378274198
"1553039_PM_a_at",0.307619411927114
"1553041_PM_at",0.231547642356674
"1553042_PM_a_at",0.424569286244226
"1553043_PM_a_at",0.572787354170917
"1553044_PM_at",0.227195198003852
"1553045_PM_at",0.240471827890291
"1553046_PM_s_at",0.236145155475715
"1553047_PM_at",0.361426730507506
"1553048_PM_a_at",0.333695885192844
"1553051_PM_s_at",0.223210448758837
"1553052_PM_at",0.24551546919584
"1553053_PM_at",0.32022063353203
"1553055_PM_a_at",1.47098322037445
"1553057_PM_at",0.248586157760136
"1553058_PM_at",0.218978613850781
"1553059_PM_at",0.218942016005854
"1553060_PM_at",0.229479544248603
"1553061_PM_at",0.226225333858419
"1553062_PM_at",0.19777871310602
"1553063_PM_at",0.224216822897988
"1553064_PM_at",0.259216471821657
"1553066_PM_at",0.206250459073881
"1553067_PM_a_at",0.25500306674722
"1553069_PM_at",0.225882700621871
"1553070_PM_a_at",0.218216619920217
"1553071_PM_a_at",0.216072473042888
"1553072_PM_at",0.225594960987509
"1553074_PM_at",0.228730256230941
"1553075_PM_a_at",0.221480988660824
"1553076_PM_at",0.212761186363137
"1553077_PM_at",0.247255351202296
"1553078_PM_at",0.214366012131451
"1553079_PM_at",0.243392106954445
"1553080_PM_at",0.54316206302294
"1553081_PM_at",0.223138515441782
"1553082_PM_at",0.235633554996556
"1553083_PM_at",0.268533458512366
"1553084_PM_at",0.239169162276364
"1553086_PM_at",0.203067026045724
"1553087_PM_at",0.256278797062914
"1553088_PM_a_at",0.537919583252186
"1553089_PM_a_at",0.232330216047563
"1553093_PM_a_at",0.208345539819972
"1553094_PM_at",0.223936103385451
"1553096_PM_s_at",0.679693157540724
"1553099_PM_at",0.696986328937962
"1553101_PM_a_at",0.648943527699017
"1553102_PM_a_at",0.87194820507696
"1553103_PM_at",1.00671232484128
"1553105_PM_s_at",0.211180083801782
"1553106_PM_at",0.521680660927021
"1553107_PM_s_at",1.21948225547784
"1553108_PM_at",0.252802947879322
"1553111_PM_a_at",1.13089571271014
"1553112_PM_s_at",0.505358389676039
"1553113_PM_s_at",1.0727637622483
"1553114_PM_a_at",0.28281171681037
"1553115_PM_at",0.228914969997747
"1553117_PM_a_at",0.832147208382915
"1553118_PM_at",1.74253459577666
"1553120_PM_at",0.226556094291549
"1553122_PM_s_at",0.486156045457433
"1553123_PM_at",0.316153255210488
"1553125_PM_x_at",0.273941482579096
"1553126_PM_a_at",0.229816124509332
"1553127_PM_a_at",0.249251837893868
"1553129_PM_at",0.205631853782633
"1553130_PM_at",0.267747671669179
"1553131_PM_a_at",0.200706218108734
"1553132_PM_a_at",1.91201988097014
"1553133_PM_at",1.6240935840228
"1553134_PM_s_at",0.516323236512955
"1553136_PM_at",0.56011622474528
"1553137_PM_s_at",0.271340505292031
"1553138_PM_a_at",0.246012324028123
"1553139_PM_s_at",0.271688361777717
"1553140_PM_at",0.289524328473488
"1553141_PM_at",0.229847360164704
"1553142_PM_at",0.255364923614029
"1553145_PM_at",1.22035705723032
"1553146_PM_at",0.258510709290981
"1553147_PM_at",0.199800377854598
"1553148_PM_a_at",1.08260859605096
"1553150_PM_at",0.212310655570454
"1553151_PM_at",0.211028762033378
"1553153_PM_at",0.335089527320652
"1553155_PM_x_at",0.265280330095166
"1553156_PM_at",0.247674760411258
"1553157_PM_at",0.225351939231228
"1553158_PM_at",0.978415730974515
"1553159_PM_at",0.196095979591665
"1553162_PM_x_at",0.480380687019975
"1553163_PM_at",0.228447329828501
"1553165_PM_at",0.737023481948534
"1553166_PM_at",0.287203765329386
"1553167_PM_a_at",0.489857679980855
"1553168_PM_at",0.251975649947207
"1553169_PM_at",0.242632182975771
"1553171_PM_x_at",0.24511409546501
"1553172_PM_at",0.887331238318178
"1553174_PM_at",0.216481807572559
"1553175_PM_s_at",0.319966143128521
"1553176_PM_at",0.662460486315901
"1553177_PM_at",1.56676072936961
"1553178_PM_a_at",0.230464047908694
"1553179_PM_at",0.237052951661628
"1553180_PM_at",0.223892685902574
"1553181_PM_at",0.308837414836608
"1553183_PM_at",0.211965570399289
"1553185_PM_at",1.03711928724752
"1553186_PM_x_at",1.1121076972728
"1553188_PM_s_at",0.24565729496086
"1553190_PM_s_at",0.271889638220215
"1553191_PM_at",0.246193039389958
"1553192_PM_at",0.450591626559154
"1553193_PM_at",0.419126890950944
"1553194_PM_at",0.214656280784685
"1553196_PM_a_at",0.979294183978213
"1553197_PM_at",0.213192371230332
"1553199_PM_at",0.252673901881516
"1553202_PM_at",0.248471534908002
"1553204_PM_at",0.301732780818563
"1553205_PM_at",0.345723983262263
"1553207_PM_at",0.258306102486024
"1553208_PM_s_at",0.197836965319219
"1553209_PM_at",0.210294732987228
"1553211_PM_at",0.215606553964138
"1553212_PM_at",0.218086596041387
"1553213_PM_a_at",0.211691679487932
"1553214_PM_a_at",0.354908805288105
"1553215_PM_s_at",0.566059136140945
"1553216_PM_at",0.28748796803162
"1553217_PM_s_at",0.381370183474509
"1553218_PM_a_at",1.14208646128192
"1553219_PM_a_at",0.225172911112174
"1553220_PM_at",0.603536063538366
"1553221_PM_at",0.301101442686962
"1553222_PM_at",0.924979653794135
"1553224_PM_at",0.27718918655748
"1553225_PM_s_at",0.636671991797342
"1553226_PM_at",0.221037319134296
"1553227_PM_s_at",0.672108598334471
"1553228_PM_at",0.236500845320705
"1553229_PM_at",0.301059568271185
"1553232_PM_at",0.212049069290255
"1553234_PM_at",0.317797405907254
"1553235_PM_at",0.23790137004192
"1553237_PM_x_at",0.248679270125141
"1553238_PM_a_at",0.399186856709432
"1553239_PM_at",0.227441970115897
"1553241_PM_at",0.247106904708541
"1553243_PM_at",0.259981809679483
"1553244_PM_at",0.3052193962167
"1553246_PM_a_at",0.218251096628793
"1553247_PM_a_at",0.377761829497019
"1553248_PM_at",0.211989298115049
"1553249_PM_at",0.233049876895812
"1553252_PM_a_at",1.02428232341152
"1553253_PM_at",0.26329763802588
"1553254_PM_at",0.216362031222838
"1553255_PM_at",0.244099137741273
"1553257_PM_at",0.236150524065584
"1553258_PM_at",0.244172784606771
"1553260_PM_s_at",0.237390326734586
"1553261_PM_x_at",0.291000331803377
"1553262_PM_a_at",0.284049566870465
"1553263_PM_at",0.269865816567034
"1553264_PM_a_at",0.243627153999442
"1553265_PM_at",0.267797598190491
"1553266_PM_at",0.466842579543209
"1553267_PM_a_at",0.386922562472794
"1553268_PM_at",0.267673516987216
"1553269_PM_at",0.49788345125935
"1553271_PM_at",0.842587484026131
"1553272_PM_at",0.264007068340261
"1553274_PM_a_at",0.995727195177955
"1553275_PM_s_at",0.30469405929683
"1553276_PM_at",0.203281232802309
"1553277_PM_at",0.198584377093299
"1553279_PM_at",0.308942294239996
"1553280_PM_at",0.300038594688439
"1553281_PM_at",0.219800242554771
"1553282_PM_at",0.214302035148224
"1553284_PM_s_at",0.265513900538201
"1553285_PM_s_at",0.262959546795115
