"Gene","Mean"
"1556477_PM_a_at",2.84439725423223
"1556479_PM_at",3.07932531463781
"1556480_PM_a_at",2.64105411718971
"1556484_PM_at",3.07300961833594
"1556486_PM_at",2.9946997484815
"1556487_PM_a_at",2.51355064933306
"1556488_PM_s_at",2.47062541047861
"1556489_PM_at",2.64081923573328
"1556490_PM_a_at",2.54485976170619
"1556491_PM_at",2.49291839972459
"1556492_PM_a_at",2.76053645256954
"1556493_PM_a_at",4.73639687578974
"1556494_PM_at",2.79520174678277
"1556496_PM_a_at",3.17376172943331
"1556497_PM_a_at",2.26078695736561
"1556498_PM_at",2.96495957486688
"1556499_PM_s_at",2.441106620537
"1556500_PM_a_at",2.31147084550836
"1556502_PM_at",2.7109024584108
"1556504_PM_at",2.53278607605009
"1556505_PM_at",2.76823693233871
"1556507_PM_at",3.5150483167274
"1556508_PM_s_at",2.70230568040214
"1556510_PM_at",2.72334896695232
"1556511_PM_a_at",2.57377433333933
"1556513_PM_at",2.96780993937869
"1556514_PM_at",2.55593794418676
"1556516_PM_at",2.55193224923016
"1556518_PM_at",2.65885517725784
"1556520_PM_at",2.67625960971221
"1556521_PM_a_at",2.51616679839609
"1556527_PM_a_at",4.24794202670093
"1556528_PM_at",2.37685789849941
"1556529_PM_a_at",2.5040739577428
"1556531_PM_at",2.41697500170805
"1556533_PM_at",2.9657706086028
"1556536_PM_at",2.71851801729577
"1556538_PM_at",2.77375166016108
"1556540_PM_a_at",3.11195908391085
"1556541_PM_s_at",2.65187054056604
"1556542_PM_a_at",3.84583871416289
"1556543_PM_at",6.9359011812249
"1556545_PM_at",2.97177228649034
"1556551_PM_s_at",4.14631195269463
"1556552_PM_a_at",2.67186602254553
"1556553_PM_at",3.08449063629418
"1556554_PM_at",2.73945340753814
"1556555_PM_at",2.91658214179131
"1556558_PM_s_at",2.47228214386277
"1556560_PM_a_at",3.6639189722837
"1556564_PM_at",2.8387118007771
"1556567_PM_at",6.63282766824344
"1556568_PM_a_at",5.20294692008221
"1556571_PM_at",2.49211637445913
"1556573_PM_s_at",2.75829570580518
"1556578_PM_a_at",2.71193514661631
"1556579_PM_s_at",2.8985331461169
"1556580_PM_a_at",2.83077948880871
"1556581_PM_at",2.78756548550763
"1556582_PM_at",3.73301360456691
"1556583_PM_a_at",3.84205528929952
"1556584_PM_at",3.70540230935933
"1556586_PM_x_at",4.23153653826003
"1556588_PM_at",5.49015816518769
"1556589_PM_at",3.1745543699154
"1556590_PM_s_at",3.31959357614374
"1556592_PM_at",2.39793999810173
"1556593_PM_s_at",3.20367365628073
"1556595_PM_at",3.57024090046867
"1556597_PM_a_at",3.59370372247572
"1556598_PM_at",2.29677591528716
"1556599_PM_s_at",2.46407074034673
"1556601_PM_a_at",7.84705279000709
"1556602_PM_at",2.55959325733771
"1556606_PM_at",2.56722783182544
"1556607_PM_at",2.88190148082543
"1556608_PM_a_at",3.56255539728968
"1556609_PM_at",2.50933790031093
"1556613_PM_s_at",3.03011307613273
"1556616_PM_a_at",2.82156527156781
"1556617_PM_a_at",2.41700420124759
"1556618_PM_at",2.72731977226888
"1556619_PM_at",2.64138547716565
"1556620_PM_at",3.10085324657921
"1556621_PM_a_at",3.73803294231954
"1556622_PM_s_at",2.60055375877048
"1556623_PM_at",2.40146427260866
"1556624_PM_at",2.50678332048206
"1556625_PM_a_at",2.60562918208843
"1556627_PM_at",2.45486861267331
"1556629_PM_a_at",2.34566919898758
"1556630_PM_at",2.60958037610962
"1556633_PM_at",2.88356910156272
"1556636_PM_at",3.04040640926923
"1556638_PM_at",2.50163024946499
"1556639_PM_at",3.24560792593731
"1556641_PM_at",2.59762376060058
"1556643_PM_at",6.56094528116227
"1556645_PM_s_at",3.48721766071913
"1556646_PM_at",5.84401603114632
"1556648_PM_a_at",2.4168936760095
"1556649_PM_at",2.60856269179717
"1556650_PM_at",2.98721963249875
"1556651_PM_at",2.71011278184622
"1556653_PM_at",2.61303522290041
"1556654_PM_at",2.91249241513093
"1556655_PM_s_at",2.69619321495918
"1556656_PM_at",3.39122339032183
"1556657_PM_at",5.58889748785122
"1556658_PM_a_at",5.83234766388882
"1556659_PM_at",2.75162327733726
"1556661_PM_at",2.8317412005589
"1556662_PM_at",2.9803432156839
"1556663_PM_s_at",2.94193460653342
"1556665_PM_at",2.68370176279182
"1556666_PM_a_at",2.49550801815845
"1556667_PM_at",3.24523821439919
"1556669_PM_a_at",2.81876391349324
"1556670_PM_at",2.70949031198897
"1556671_PM_s_at",2.75991616208661
"1556672_PM_a_at",4.67708542740354
"1556675_PM_s_at",2.79209494670337
"1556676_PM_a_at",2.90133377194993
"1556677_PM_at",2.93307630881798
"1556678_PM_a_at",2.92572657592828
"1556679_PM_at",2.67263019204203
"1556682_PM_s_at",2.55895335751148
"1556683_PM_x_at",2.68699754438812
"1556684_PM_at",3.26198113522255
"1556685_PM_at",2.64579755560607
"1556687_PM_a_at",2.69679075751923
"1556689_PM_a_at",2.89771014605199
"1556690_PM_s_at",4.37117264428785
"1556694_PM_a_at",3.04100755610913
"1556695_PM_a_at",2.34732805976749
"1556696_PM_s_at",2.49852729106781
"1556697_PM_at",2.46576492425814
"1556698_PM_a_at",3.70296131021404
"1556699_PM_at",2.77018714606893
"1556700_PM_a_at",2.85125430243449
"1556701_PM_at",3.47237566322218
"1556704_PM_s_at",2.51394746385733
"1556706_PM_at",2.40708113904385
"1556709_PM_a_at",3.29845017153204
"1556711_PM_at",2.40787037442831
"1556713_PM_at",2.55297441538085
"1556715_PM_at",3.66843738575825
"1556717_PM_at",2.7134201181071
"1556718_PM_s_at",2.90788014542473
"1556721_PM_at",3.39927808129124
"1556722_PM_a_at",3.52612462644319
"1556724_PM_at",2.78773320291119
"1556725_PM_a_at",2.72826797107922
"1556727_PM_at",2.84367738966303
"1556728_PM_at",5.28573757456387
"1556730_PM_at",2.58912726485432
"1556732_PM_at",3.95095323737949
"1556734_PM_at",3.11901648271827
"1556735_PM_at",3.14209627008801
"1556736_PM_at",2.87931140660714
"1556737_PM_at",3.27085068061983
"1556739_PM_at",3.25677521649621
"1556740_PM_at",2.58253318456852
"1556742_PM_at",2.97910588814225
"1556743_PM_at",5.52099926262993
"1556744_PM_a_at",7.82493808006389
"1556747_PM_a_at",6.59689337085924
"1556748_PM_x_at",3.97229437175734
"1556749_PM_at",2.58180122609377
"1556750_PM_at",3.57357110203472
"1556753_PM_s_at",3.05186359023704
"1556754_PM_at",2.9659502721776
"1556755_PM_s_at",3.14059762195263
"1556757_PM_a_at",2.43935814353475
"1556758_PM_at",3.3190022716759
"1556759_PM_at",2.21012235677995
"1556760_PM_a_at",2.44387639798553
"1556761_PM_at",4.64934653997116
"1556762_PM_a_at",4.58199281794555
"1556763_PM_at",3.92501964428323
"1556764_PM_s_at",4.78139180969457
"1556766_PM_at",3.04200942027787
"1556768_PM_at",2.66929832544379
"1556769_PM_a_at",4.47450805763498
"1556770_PM_a_at",2.63206324210547
"1556771_PM_a_at",3.81538373726944
"1556773_PM_at",2.48466913864051
"1556775_PM_at",2.68549622507438
"1556776_PM_a_at",2.79508473384511
"1556777_PM_a_at",2.727614969354
"1556778_PM_at",3.24691659336554
"1556779_PM_s_at",3.17782232802196
"1556781_PM_at",2.91054058887751
"1556783_PM_a_at",2.97487948753472
"1556784_PM_at",3.21621134393095
"1556786_PM_at",2.46393213666395
"1556787_PM_s_at",2.7678287137699
"1556789_PM_a_at",2.61667605846428
"1556793_PM_a_at",2.77066540294854
"1556794_PM_at",2.55215202199044
"1556796_PM_at",2.58346967106865
"1556797_PM_at",2.91821305524632
"1556798_PM_a_at",2.70885270646209
"1556800_PM_a_at",2.4724832101232
"1556801_PM_at",2.78259640774378
"1556803_PM_at",2.72649614608088
"1556804_PM_s_at",2.40554313760147
"1556805_PM_at",2.99552745884137
"1556806_PM_at",4.59533618695103
"1556808_PM_at",3.21449187772728
"1556809_PM_a_at",3.11896395545107
"1556810_PM_a_at",2.58122701473171
"1556812_PM_a_at",4.23675086261531
"1556813_PM_at",2.7135298175151
"1556814_PM_a_at",3.28409878065617
"1556815_PM_at",2.45949726790259
"1556817_PM_a_at",2.78612492300752
"1556818_PM_at",6.97364444908477
"1556820_PM_a_at",7.12726174226237
"1556821_PM_x_at",7.78896661310063
"1556822_PM_s_at",2.66349112913332
"1556823_PM_s_at",2.92487980706618
"1556824_PM_at",2.76669808970114
"1556826_PM_s_at",2.86939113722138
"1556827_PM_at",2.91003107164174
"1556828_PM_at",2.63740829325472
"1556829_PM_at",2.91654818833929
"1556831_PM_at",3.6263329231695
"1556832_PM_at",2.44681731476041
"1556834_PM_at",2.43709499901381
"1556835_PM_s_at",3.22521319945549
"1556836_PM_at",2.67804859515753
"1556837_PM_a_at",2.69909425240684
"1556839_PM_s_at",3.13587592518593
"1556841_PM_a_at",2.56045095630057
"1556842_PM_at",2.90443968662449
"1556844_PM_at",2.94799855280503
"1556846_PM_at",3.35802789053513
"1556847_PM_s_at",2.58141443916231
"1556849_PM_at",2.60435547985728
"1556850_PM_at",2.75343837747697
"1556851_PM_at",2.4141886281861
"1556852_PM_a_at",3.13574786049332
"1556854_PM_at",3.21047010967741
"1556855_PM_a_at",2.85101797601993
"1556856_PM_at",2.41802238126335
"1556859_PM_a_at",2.75830971899754
"1556864_PM_at",3.87004148109517
"1556865_PM_at",4.44010512895361
"1556867_PM_at",2.57289538290184
"1556872_PM_s_at",2.69810296132441
"1556873_PM_at",2.4508459155344
"1556874_PM_a_at",2.68700642263308
"1556876_PM_s_at",2.50558828807635
"1556877_PM_at",2.34992096361995
"1556879_PM_at",2.72212915968733
"1556881_PM_at",2.59705074487587
"1556883_PM_a_at",2.43793290999331
"1556884_PM_a_at",2.46727293411543
"1556885_PM_at",2.57581176068014
"1556886_PM_a_at",2.55375329532781
"1556887_PM_at",2.92758139737491
"1556888_PM_at",2.71020152715491
"1556889_PM_s_at",2.42351320266226
"1556891_PM_at",2.85686950719792
"1556894_PM_at",2.59755322336506
"1556895_PM_a_at",2.64896835847269
"1556896_PM_at",3.54841621040819
"1556898_PM_at",2.78992803622681
"1556899_PM_at",2.67839924916171
"1556900_PM_at",3.4205636917757
"1556901_PM_s_at",2.56619490736749
"1556903_PM_at",2.55924191174345
"1556904_PM_at",2.48791676359836
"1556905_PM_at",2.87843324406177
"1556907_PM_at",2.53761059361619
"1556909_PM_at",2.80244380317641
"1556911_PM_at",2.82123227765156
"1556912_PM_at",2.47785367181459
"1556913_PM_a_at",2.53524503260171
"1556914_PM_at",2.8913115742764
"1556916_PM_a_at",2.40080119959112
"1556917_PM_a_at",2.55559146233998
"1556919_PM_at",2.94256238330493
"1556920_PM_s_at",2.62574956450655
"1556921_PM_at",2.56835777375375
"1556923_PM_at",6.50720655151692
"1556924_PM_at",3.40243268295471
"1556925_PM_at",2.9813910465952
"1556927_PM_at",2.38224845238466
"1556928_PM_at",3.11628005449809
"1556929_PM_at",4.16070753309274
"1556931_PM_at",4.57112759881136
"1556932_PM_at",4.32701846850677
"1556933_PM_at",3.22832089959988
"1556935_PM_at",2.47034242411935
"1556936_PM_at",2.47709036922463
"1556937_PM_at",2.65668182476213
"1556938_PM_a_at",2.63845182755104
"1556940_PM_at",2.64150988264884
"1556941_PM_a_at",2.53792739144012
"1556942_PM_at",5.47419882797801
"1556944_PM_at",2.57306207431388
"1556945_PM_a_at",2.48593368036195
"1556947_PM_at",3.01614502935238
"1556950_PM_s_at",6.30522696440541
"1556951_PM_at",2.96506183470266
"1556952_PM_at",4.80004020747579
"1556954_PM_at",2.42840803646483
"1556956_PM_at",3.6709862051912
"1556958_PM_at",2.75300224541566
"1556959_PM_at",4.173630788639
"1556960_PM_a_at",2.7967958133883
"1556962_PM_at",2.94971862593239
"1556963_PM_at",2.81983666161521
"1556964_PM_s_at",2.63560586047553
"1556967_PM_at",2.88561394185897
"1556969_PM_at",2.82313781163598
"1556970_PM_at",2.65183315459421
"1556971_PM_a_at",3.03354669621816
"1556972_PM_at",3.03733313582435
"1556976_PM_s_at",2.68319589380525
"1556978_PM_a_at",3.0929159307132
"1556980_PM_at",2.64630972539432
"1556982_PM_at",3.36760602813436
"1556983_PM_a_at",3.47726630778161
"1556984_PM_at",3.11466249539383
"1556985_PM_at",2.5967551140376
"1556986_PM_at",3.00066894254336
"1556987_PM_s_at",2.70162248107934
"1556988_PM_s_at",5.59182811925005
"1556989_PM_at",2.56858596218083
"1556990_PM_at",2.54836754272193
"1556992_PM_at",2.70021155587951
"1556994_PM_at",2.69580918511161
"1556996_PM_at",2.40356008963492
"1556997_PM_a_at",2.39904315489038
"1556999_PM_at",2.86376482965417
"1557000_PM_at",3.01239840215862
"1557002_PM_x_at",2.97960895541635
"1557003_PM_at",2.59973118061059
"1557004_PM_at",2.61001955574051
"1557007_PM_a_at",2.63172213173285
"1557008_PM_at",3.31707177036492
"1557009_PM_a_at",2.4485338983009
"1557012_PM_a_at",2.53462491443881
"1557014_PM_a_at",2.97160603916865
"1557016_PM_a_at",2.89207526793273
"1557017_PM_at",2.35280935164083
"1557018_PM_a_at",2.48052988163341
"1557021_PM_s_at",3.23725379540833
"1557022_PM_at",2.80623971677201
"1557024_PM_at",2.5128064092883
"1557025_PM_a_at",2.70529568491872
"1557026_PM_at",2.96175720098891
"1557027_PM_at",2.50118584124809
"1557029_PM_at",2.56208093742155
"1557030_PM_at",2.59329962309638
"1557031_PM_at",2.76926580490158
"1557034_PM_s_at",3.80271103303371
"1557036_PM_at",4.79141243325653
"1557037_PM_a_at",2.82805206686748
"1557038_PM_s_at",3.60884939021686
"1557042_PM_at",2.62227554729262
"1557044_PM_at",2.43763078784422
"1557046_PM_x_at",2.53077388344155
"1557047_PM_at",4.09273610453366
"1557049_PM_at",3.24824955785821
"1557050_PM_at",5.32757852166459
"1557051_PM_s_at",7.57122151746387
"1557052_PM_at",2.38859543332204
"1557053_PM_s_at",7.08834633744256
"1557055_PM_s_at",6.38646405248688
"1557056_PM_at",2.63712244826558
"1557057_PM_a_at",2.40338585789139
"1557059_PM_at",2.95926430364326
"1557060_PM_at",2.58128590073063
"1557062_PM_at",2.72696530196227
"1557063_PM_at",2.71376355073118
"1557064_PM_s_at",3.94230757253166
"1557065_PM_at",6.13243784449345
"1557066_PM_at",2.91712809404482
"1557067_PM_s_at",4.34009250833325
"1557068_PM_at",2.56354522779477
"1557070_PM_at",2.88779938632256
"1557071_PM_s_at",5.92357723095183
"1557073_PM_s_at",5.47608746572646
"1557077_PM_a_at",2.9834540356091
"1557078_PM_at",4.1784513121525
"1557079_PM_at",2.4967934240228
"1557080_PM_s_at",2.42472043677395
"1557081_PM_at",7.82990402239892
"1557085_PM_at",2.57641497639658
"1557089_PM_at",3.50064577215328
"1557091_PM_at",3.00555087106215
"1557094_PM_at",2.60843749928185
"1557098_PM_s_at",3.21669667687537
"1557099_PM_at",3.31633005993945
"1557100_PM_s_at",4.69643538875492
"1557103_PM_a_at",2.68108233301248
"1557104_PM_at",3.23632608529595
"1557105_PM_a_at",4.32203353804649
"1557107_PM_at",2.39439161095138
"1557112_PM_a_at",4.19867960602788
"1557113_PM_at",5.10949549790091
"1557114_PM_a_at",3.65099512257158
"1557116_PM_at",8.08814378524248
"1557117_PM_at",4.66589360936097
"1557118_PM_a_at",4.09404218857722
"1557119_PM_a_at",3.73376153792873
"1557120_PM_at",3.49231012290681
"1557121_PM_s_at",5.51196564133134
"1557122_PM_s_at",2.4586189959978
"1557123_PM_a_at",2.72655698621855
"1557124_PM_at",3.40442442403362
"1557126_PM_a_at",2.73845236525605
"1557128_PM_at",2.63707876239167
"1557129_PM_a_at",2.53487574664096
"1557131_PM_at",3.29242189379098
"1557132_PM_at",2.43623104236383
"1557133_PM_at",2.58654949298787
"1557135_PM_at",3.95147814440535
"1557136_PM_at",2.77802027356752
"1557137_PM_at",2.82971888104458
"1557139_PM_at",2.34765602004775
"1557141_PM_at",2.79253416122512
"1557143_PM_at",2.70607455251657
"1557145_PM_at",5.58159059610464
"1557146_PM_a_at",3.0605125055476
"1557147_PM_a_at",2.64870618078827
"1557148_PM_at",2.8526546813017
"1557149_PM_at",2.65891623816711
"1557151_PM_at",2.62804880654469
"1557154_PM_at",2.66275844292001
"1557155_PM_a_at",2.58247436045851
"1557158_PM_s_at",2.81155169849686
"1557161_PM_at",2.75854775414809
"1557162_PM_at",2.49932946637031
"1557164_PM_a_at",4.76989669788688
"1557165_PM_s_at",5.09566149564524
"1557166_PM_at",2.71720380231915
"1557167_PM_at",3.10170702854486
"1557169_PM_x_at",3.19546361429713
"1557170_PM_at",4.63839024848648
"1557172_PM_x_at",4.24964010632547
"1557174_PM_a_at",3.09512177340505
"1557176_PM_a_at",2.68478020811994
"1557177_PM_at",2.90964223744202
"1557179_PM_s_at",2.59323453333526
"1557180_PM_at",2.36884670356045
"1557181_PM_s_at",2.49667938918713
"1557185_PM_at",3.02112523471843
"1557186_PM_s_at",3.99850643832952
"1557189_PM_at",5.28004703561032
"1557190_PM_at",2.9428035675734
"1557192_PM_at",3.29600106934253
"1557193_PM_at",5.33815840374399
"1557194_PM_a_at",3.89440366361586
"1557195_PM_at",2.70516185408588
"1557196_PM_a_at",3.51174751425937
"1557197_PM_a_at",2.69506448496625
"1557203_PM_at",2.85808850652749
"1557206_PM_at",2.59743887399532
"1557207_PM_s_at",3.16701711531084
"1557208_PM_at",2.75281861158037
"1557211_PM_a_at",2.5118199196463
"1557212_PM_at",3.55684733233588
"1557214_PM_at",2.65089559826288
"1557215_PM_at",2.43966808358101
"1557217_PM_a_at",2.78609428159334
"1557218_PM_s_at",2.94176787675565
"1557219_PM_at",2.49880960772436
"1557222_PM_at",2.96146630248375
"1557223_PM_at",2.38522346297757
"1557224_PM_at",4.35439323547912
"1557225_PM_at",2.79277125639317
"1557226_PM_a_at",3.11944090324068
"1557227_PM_s_at",5.73740065701085
"1557228_PM_at",6.53593471635444
"1557232_PM_at",3.3014732515068
"1557233_PM_at",2.5530349391616
"1557235_PM_at",2.82298782086754
"1557236_PM_at",5.19673409150431
"1557238_PM_s_at",4.75677587614448
"1557239_PM_at",4.66143171181596
"1557240_PM_a_at",5.82483833209882
"1557241_PM_a_at",2.59385657633476
"1557242_PM_at",3.82762424397181
"1557244_PM_a_at",5.80571387655024
"1557246_PM_at",6.76618129005665
"1557248_PM_at",3.32797854496943
"1557252_PM_at",2.73166208589246
"1557256_PM_a_at",2.4466402728945
"1557257_PM_at",4.71519999901085
"1557258_PM_a_at",5.74292003253224
"1557260_PM_a_at",3.11790996148277
"1557261_PM_at",6.03642949665607
"1557262_PM_at",2.5066230617656
"1557263_PM_s_at",4.61299115863373
"1557265_PM_at",3.75646940166356
"1557267_PM_s_at",3.0136593731872
"1557270_PM_at",4.18412077636924
"1557274_PM_at",2.79127164947225
"1557275_PM_a_at",2.62610574611162
"1557276_PM_at",3.94138047392776
"1557277_PM_a_at",2.51733082625918
"1557278_PM_s_at",3.61948905919888
"1557279_PM_at",2.67992498326994
"1557280_PM_s_at",2.54241559282045
"1557283_PM_a_at",3.04208323849714
"1557285_PM_at",2.32979591432532
"1557286_PM_at",2.78386897386649
"1557287_PM_at",2.56100726607367
"1557289_PM_s_at",4.35431086657973
"1557290_PM_at",2.72927255038951
"1557292_PM_a_at",3.05526636485305
"1557293_PM_at",4.8642267879882
"1557295_PM_a_at",2.64404904351723
"1557296_PM_at",2.71612714009091
"1557297_PM_at",2.63479587497091
"1557300_PM_s_at",4.74294041326523
"1557301_PM_a_at",2.62997096922381
"1557302_PM_at",5.22374997461456
"1557303_PM_at",3.73259176842662
"1557305_PM_at",5.73360761354548
"1557309_PM_at",2.56200022864626
"1557311_PM_at",2.70084445884222
"1557312_PM_at",3.00777930354602
"1557314_PM_at",2.54140193473699
"1557315_PM_a_at",3.37736621296165
"1557316_PM_at",4.15331030927562
"1557319_PM_at",4.44248511741755
"1557321_PM_a_at",2.42593164641991
"1557322_PM_at",3.49520194543861
"1557325_PM_at",3.49174994240888
"1557326_PM_at",2.37897966201499
"1557328_PM_at",2.60457372470182
"1557329_PM_at",2.60879343372258
"1557330_PM_at",2.54836787805051
"1557331_PM_at",3.13463259599037
"1557334_PM_a_at",2.4913140836751
"1557335_PM_at",2.66489976656147
"1557336_PM_at",2.52562096520223
"1557338_PM_x_at",2.62731441851261
"1557339_PM_at",2.73991960741306
"1557341_PM_x_at",3.28341158610157
"1557342_PM_a_at",2.87000153481813
"1557343_PM_at",3.03276217469477
"1557345_PM_at",2.38034460551403
"1557346_PM_a_at",2.63578581339026
"1557347_PM_at",4.16183117703333
"1557348_PM_at",2.86954594554586
"1557349_PM_at",2.82325898989389
"1557350_PM_at",4.83603167746397
"1557352_PM_at",2.69473004917889
"1557353_PM_at",6.45486197289769
"1557354_PM_at",2.94618239550096
"1557357_PM_at",3.04895890734432
"1557359_PM_at",2.72048979558515
"1557360_PM_at",4.49454065590943
"1557362_PM_at",2.66939229954759
"1557363_PM_a_at",2.50478752105416
"1557366_PM_at",2.92561959504245
"1557369_PM_a_at",2.75420021962571
"1557370_PM_s_at",7.17164242991199
"1557371_PM_a_at",3.25670952303117
"1557372_PM_at",3.10563681333959
"1557373_PM_at",2.62645573317266
"1557374_PM_at",2.73693072979734
"1557375_PM_at",2.9190150071052
"1557380_PM_at",2.58461460031126
"1557382_PM_x_at",3.10498667576185
"1557383_PM_a_at",4.38494334502507
"1557384_PM_at",4.62118870317135
"1557385_PM_at",2.95940283983892
"1557386_PM_at",2.67116121736028
"1557388_PM_at",3.31046332207341
"1557389_PM_at",2.849926167817
"1557394_PM_at",4.72079090691613
"1557395_PM_at",2.42264082569945
"1557398_PM_at",2.64578378498538
"1557399_PM_at",3.15211604584053
"1557400_PM_at",3.43591997523327
"1557402_PM_at",2.81022631054154
"1557403_PM_s_at",2.38955030452295
"1557404_PM_at",2.57941052217534
"1557405_PM_at",2.56717487335097
"1557406_PM_s_at",2.71443623754782
"1557409_PM_at",3.52044171370028
"1557410_PM_at",3.94776005579706
"1557411_PM_s_at",4.26217396267522
"1557413_PM_a_at",3.43855720849042
"1557415_PM_s_at",3.98856327565902
"1557417_PM_s_at",2.70412178875049
"1557418_PM_at",4.54351320458347
"1557419_PM_a_at",4.75678737748589
"1557421_PM_at",2.86266719875051
"1557422_PM_at",2.56125699506697
"1557424_PM_at",2.38875683068739
"1557427_PM_at",2.78725550060994
"1557429_PM_s_at",2.4820865926575
"1557430_PM_at",2.42136807413148
"1557431_PM_at",2.49556862681184
"1557432_PM_at",2.69381475099306
"1557433_PM_at",4.0642022134766
"1557434_PM_at",2.93195576484982
"1557436_PM_at",2.71271763804137
"1557437_PM_a_at",2.80693552052134
"1557438_PM_at",2.92790440249169
"1557439_PM_at",2.55229270774339
"1557443_PM_s_at",2.48355496558166
"1557444_PM_at",2.92724391830649
"1557446_PM_x_at",3.33106885510393
"1557448_PM_a_at",2.52503183181634
"1557450_PM_s_at",5.46761670987727
"1557451_PM_at",2.49152436223201
"1557452_PM_at",4.65685937317571
"1557453_PM_at",3.23450891316138
"1557455_PM_s_at",6.07288698728824
"1557456_PM_a_at",2.77528711008824
"1557457_PM_at",5.75245726753125
"1557458_PM_s_at",2.74940717575361
"1557459_PM_at",3.49183213247752
"1557463_PM_at",2.55851364358818
"1557465_PM_at",4.06434801665529
"1557466_PM_at",2.81074952064115
"1557468_PM_at",2.37848439988518
"1557470_PM_at",2.68024892101951
"1557472_PM_a_at",2.4421487648886
"1557474_PM_at",2.68827204112748
"1557475_PM_at",2.48604676835157
"1557476_PM_at",2.76873583842822
"1557477_PM_at",4.40447745997823
"1557478_PM_at",3.28100514549744
"1557479_PM_at",2.85499561160847
"1557480_PM_a_at",4.59107052730325
"1557481_PM_a_at",2.48557229682353
"1557483_PM_at",2.80784163339934
"1557484_PM_at",3.11905984833334
"1557486_PM_at",2.9822696484895
"1557487_PM_at",4.3273748905932
"1557488_PM_at",2.35821320453704
"1557491_PM_at",2.44633084752115
"1557493_PM_x_at",2.58402331167926
"1557495_PM_at",2.51090046850441
"1557498_PM_a_at",2.60902433079076
"1557501_PM_a_at",3.94860833214445
"1557502_PM_at",3.32209866492453
"1557504_PM_at",3.69539042541884
"1557505_PM_a_at",5.42030326987791
"1557506_PM_a_at",2.31941525697954
"1557507_PM_at",3.40496046940459
"1557511_PM_at",2.93045301022694
"1557512_PM_at",3.7145094889134
"1557513_PM_a_at",2.66075006807949
"1557514_PM_a_at",2.64849893073167
"1557515_PM_at",2.46410144503281
"1557517_PM_a_at",3.45137573691391
"1557518_PM_a_at",2.89148630461148
"1557519_PM_at",3.0733914858155
"1557520_PM_a_at",3.06659791232552
"1557521_PM_a_at",4.81581592257665
"1557522_PM_x_at",4.19745108317425
"1557523_PM_at",2.52455871138265
"1557527_PM_at",5.72437033128744
"1557528_PM_at",3.22932042158656
"1557529_PM_at",4.78028838443639
"1557531_PM_a_at",2.66443120073915
"1557532_PM_at",3.8861002448305
"1557533_PM_at",2.51848333496113
"1557534_PM_at",2.4830683472208
"1557535_PM_at",2.68791326147196
"1557536_PM_at",2.85788862909806
"1557538_PM_at",4.69207370156053
"1557539_PM_at",4.85630008449533
"1557540_PM_at",2.84054335155801
"1557541_PM_at",2.73333488554465
"1557542_PM_at",2.6009086396781
"1557543_PM_at",7.41812645779048
"1557544_PM_at",3.44931906295835
"1557545_PM_s_at",3.81864894342318
"1557548_PM_at",2.46899382040526
"1557550_PM_at",2.58192537300094
"1557551_PM_at",3.83670774178167
"1557553_PM_at",6.25584965888406
"1557555_PM_at",3.60428833428423
"1557557_PM_at",2.60708870795271
"1557558_PM_s_at",3.35799484498183
"1557560_PM_at",2.53553720275979
"1557562_PM_at",3.0998730733095
"1557564_PM_at",2.51012592512104
"1557565_PM_a_at",2.73918335200301
"1557566_PM_at",2.43945371661494
"1557567_PM_a_at",3.26991532902047
"1557569_PM_at",2.89387591956388
"1557570_PM_a_at",2.48459018423137
"1557571_PM_at",2.59158491614153
"1557575_PM_at",3.35674275323829
"1557576_PM_at",2.88729685376843
"1557578_PM_at",2.55122988553468
"1557580_PM_at",3.12630506692947
"1557581_PM_x_at",2.95660184038356
"1557582_PM_at",5.15849662966712
"1557583_PM_at",2.53526899135836
"1557584_PM_at",3.13898790959442
"1557585_PM_at",4.93667177822332
"1557586_PM_s_at",6.14554590125227
"1557588_PM_at",2.99644660098608
"1557589_PM_a_at",2.83117895530905
"1557590_PM_at",2.84002560521004
"1557591_PM_at",2.61896187725234
"1557593_PM_at",2.50091800436228
"1557595_PM_at",3.40870903366377
"1557597_PM_at",2.38293743962476
"1557598_PM_at",2.43864267478241
"1557599_PM_a_at",2.24132040934302
"1557601_PM_s_at",3.46866828668082
"1557602_PM_at",2.72967143983909
"1557604_PM_at",2.32773825984619
"1557605_PM_a_at",3.08160882883578
"1557606_PM_at",2.5806054676481
"1557607_PM_at",2.49551074019269
"1557608_PM_a_at",2.87861504264893
"1557609_PM_s_at",2.56084064062364
"1557610_PM_at",2.8544898000365
"1557611_PM_at",3.04436143485373
"1557613_PM_at",3.31316045712257
"1557615_PM_a_at",3.67589569863665
"1557616_PM_at",2.86452882698103
"1557617_PM_at",2.50354573545489
"1557618_PM_at",2.69554445776113
"1557620_PM_a_at",2.56197694617422
"1557621_PM_at",2.79143027887015
"1557623_PM_at",2.81155284621103
"1557624_PM_at",3.51790434143667
"1557626_PM_at",5.46101530769869
"1557627_PM_at",2.55082064009428
"1557628_PM_s_at",2.89522041099633
"1557630_PM_s_at",4.13194832412738
"1557631_PM_at",2.53371489316802
"1557632_PM_at",8.25399169560542
"1557633_PM_at",3.05586606377252
"1557636_PM_a_at",2.35422649095715
"1557637_PM_at",2.85708239851739
"1557638_PM_at",2.61871516368535
"1557639_PM_at",2.68339899746805
