"Gene","Mean"
"1552584_PM_at",7.89215056324666
"1552585_PM_s_at",2.70602524056204
"1552586_PM_at",3.02342121914684
"1552587_PM_at",2.46388540097067
"1552588_PM_a_at",2.49825688986651
"1552590_PM_a_at",2.45991788823397
"1552592_PM_at",2.53209947760229
"1552594_PM_at",2.937847642141
"1552596_PM_at",2.91840640505329
"1552598_PM_at",2.70511690036315
"1552599_PM_at",2.78828146411027
"1552602_PM_at",2.75349399757551
"1552604_PM_at",2.50410564385329
"1552605_PM_s_at",2.85668169393758
"1552607_PM_at",4.91476823563617
"1552608_PM_at",2.66051502695412
"1552609_PM_s_at",2.4882140757692
"1552610_PM_a_at",7.19240231033329
"1552611_PM_a_at",9.87963375378025
"1552612_PM_at",7.28254786962634
"1552613_PM_s_at",6.77350009716482
"1552615_PM_at",5.21527007452974
"1552616_PM_a_at",2.6307386410829
"1552617_PM_a_at",8.09522330477986
"1552618_PM_at",5.52386919873985
"1552619_PM_a_at",2.7795286002464
"1552620_PM_at",3.42943526178279
"1552621_PM_at",7.37009654931873
"1552622_PM_s_at",7.1446497555424
"1552623_PM_at",7.22952180002536
"1552625_PM_a_at",4.08564760639726
"1552626_PM_a_at",2.681566524291
"1552627_PM_a_at",3.08520913107236
"1552628_PM_a_at",8.90981242063361
"1552629_PM_a_at",2.70359309476424
"1552630_PM_a_at",2.85326287318058
"1552631_PM_a_at",2.9069861416936
"1552632_PM_a_at",5.85314860614842
"1552633_PM_at",4.70711773911505
"1552634_PM_a_at",5.90447145944301
"1552637_PM_at",2.39481289521277
"1552639_PM_at",2.99659991611624
"1552641_PM_s_at",3.5435125191356
"1552643_PM_at",4.30282099379874
"1552644_PM_a_at",3.6683785796578
"1552646_PM_at",3.52084466057913
"1552648_PM_a_at",4.94909974537858
"1552649_PM_a_at",4.59458894082997
"1552651_PM_a_at",5.45263183233521
"1552652_PM_at",3.8967522192001
"1552656_PM_s_at",3.92427248171166
"1552657_PM_a_at",3.20744405551964
"1552658_PM_a_at",2.53246084598291
"1552660_PM_a_at",3.6774294845353
"1552661_PM_at",2.22902569874505
"1552662_PM_a_at",2.5787072945603
"1552663_PM_a_at",3.22629015693809
"1552664_PM_at",5.42381054184586
"1552665_PM_at",3.06895844721976
"1552666_PM_a_at",2.51341055780313
"1552667_PM_a_at",5.9327873245117
"1552669_PM_at",3.71707341077302
"1552670_PM_a_at",5.9024721107962
"1552671_PM_a_at",3.15139219282069
"1552672_PM_a_at",2.75613221592283
"1552673_PM_at",2.52548679209752
"1552674_PM_at",2.54966286805404
"1552675_PM_at",2.53706005974478
"1552676_PM_at",2.59836571735959
"1552677_PM_a_at",3.76144479865213
"1552678_PM_a_at",4.17703076795159
"1552680_PM_a_at",2.75629907706527
"1552682_PM_a_at",2.66111410983123
"1552684_PM_a_at",2.84167290267495
"1552685_PM_a_at",3.01940940332423
"1552686_PM_at",3.22621153076492
"1552687_PM_a_at",2.68964766453876
"1552689_PM_at",2.98716499758847
"1552690_PM_a_at",3.42842881580935
"1552691_PM_at",9.15861339819283
"1552693_PM_at",3.6493904124069
"1552694_PM_at",2.559012145122
"1552695_PM_a_at",2.98118111011385
"1552696_PM_at",2.50427002328651
"1552698_PM_at",3.20874192250551
"1552701_PM_a_at",8.91744630069002
"1552703_PM_s_at",8.94206666606364
"1552705_PM_at",2.48506699784949
"1552708_PM_a_at",2.56601579562926
"1552711_PM_a_at",4.49704788454832
"1552712_PM_a_at",2.67666415164205
"1552713_PM_a_at",9.13713194952038
"1552714_PM_at",2.72470098068741
"1552715_PM_a_at",2.47485564622362
"1552716_PM_at",2.79053474247797
"1552717_PM_s_at",4.12216387352046
"1552718_PM_at",3.06497535796346
"1552719_PM_at",4.99841549456635
"1552721_PM_a_at",2.47276004537649
"1552722_PM_at",2.34752824151618
"1552724_PM_at",2.8203935854269
"1552725_PM_s_at",2.72370343315445
"1552726_PM_at",2.84518942498644
"1552727_PM_s_at",2.58452049191971
"1552729_PM_at",3.55089714322676
"1552730_PM_at",2.69341860164347
"1552731_PM_at",2.43175857720761
"1552732_PM_at",2.45188523010608
"1552733_PM_at",3.61353832697031
"1552734_PM_at",3.05514637442267
"1552735_PM_at",2.56125223572542
"1552736_PM_a_at",2.57096914883426
"1552737_PM_s_at",4.26288709911005
"1552738_PM_a_at",2.87899313341049
"1552739_PM_s_at",3.31586153527659
"1552740_PM_at",2.52167765238657
"1552742_PM_at",2.88240840730927
"1552743_PM_at",3.32811031455377
"1552745_PM_at",2.62555242799724
"1552747_PM_a_at",2.42529003643119
"1552749_PM_a_at",3.59697427083654
"1552750_PM_at",2.57285371540088
"1552751_PM_a_at",2.77661685265821
"1552752_PM_a_at",2.57238927096583
"1552754_PM_a_at",2.54438917053888
"1552755_PM_at",4.35300619792965
"1552757_PM_s_at",2.89913829300963
"1552758_PM_at",2.67561770383388
"1552760_PM_at",2.82310440321036
"1552761_PM_at",3.17433981942299
"1552763_PM_at",2.26794555344132
"1552765_PM_x_at",2.38670291933924
"1552766_PM_at",2.40689375409918
"1552767_PM_a_at",2.51918001246704
"1552768_PM_at",2.95484006416076
"1552769_PM_at",3.02504073817968
"1552770_PM_s_at",3.32621814166369
"1552771_PM_a_at",2.49969947927391
"1552772_PM_at",7.06942796511494
"1552773_PM_at",6.90177098046319
"1552774_PM_a_at",2.59324612899001
"1552775_PM_at",2.95951699483747
"1552777_PM_a_at",2.87228751596792
"1552779_PM_a_at",2.45104402789772
"1552782_PM_at",2.82437719877626
"1552783_PM_at",2.70996068789365
"1552785_PM_at",2.53662304505708
"1552787_PM_at",3.40164096496004
"1552788_PM_a_at",3.37413565755918
"1552789_PM_at",4.96964112159742
"1552790_PM_a_at",6.45521440220984
"1552791_PM_a_at",2.33554819958373
"1552792_PM_at",2.71240222309297
"1552793_PM_at",3.06856613745637
"1552794_PM_a_at",2.68731120971291
"1552796_PM_a_at",2.7293969531879
"1552797_PM_s_at",2.48894963182327
"1552798_PM_a_at",6.95922559879618
"1552799_PM_at",2.80943345298507
"1552800_PM_at",3.62346353256136
"1552801_PM_at",2.52558516876403
"1552803_PM_a_at",2.59522577222792
"1552804_PM_a_at",3.03389330760604
"1552806_PM_a_at",6.44041921891131
"1552807_PM_a_at",8.99956024008146
"1552808_PM_at",2.60621448926856
"1552809_PM_at",2.89509669698257
"1552811_PM_at",3.02986283873308
"1552812_PM_a_at",4.21316098059635
"1552813_PM_at",2.6255051316936
"1552814_PM_a_at",2.58162767746612
"1552816_PM_at",2.52159928579213
"1552818_PM_a_at",2.47129020933819
"1552819_PM_at",2.68705658106244
"1552822_PM_at",2.62362442197108
"1552825_PM_at",2.62390199362787
"1552826_PM_at",2.43674601440944
"1552827_PM_s_at",2.55822855730804
"1552828_PM_at",3.63678916414948
"1552829_PM_at",4.26541817133609
"1552830_PM_at",2.90121556562889
"1552833_PM_at",2.64968648489294
"1552834_PM_at",2.96932285799432
"1552835_PM_at",2.66338152229455
"1552836_PM_at",3.20438457800715
"1552837_PM_at",2.34563991647014
"1552839_PM_at",2.74809055397209
"1552841_PM_s_at",2.59444707711959
"1552842_PM_at",2.57807726306177
"1552843_PM_at",2.66406924139051
"1552845_PM_at",3.97196270040798
"1552846_PM_s_at",3.1023493295739
"1552848_PM_a_at",2.57026981791146
"1552849_PM_at",2.61699576880959
"1552851_PM_at",2.31433539158205
"1552852_PM_a_at",2.48688145643837
"1552853_PM_at",2.70207450914046
"1552854_PM_a_at",2.44796110109681
"1552856_PM_at",2.67473187466793
"1552857_PM_a_at",2.56113450613202
"1552858_PM_at",2.36405467311128
"1552860_PM_at",2.51831668860345
"1552862_PM_at",3.30604064502575
"1552863_PM_a_at",4.8347894961225
"1552865_PM_a_at",2.84734119670764
"1552867_PM_at",2.52603691868214
"1552868_PM_at",3.11078890154496
"1552870_PM_s_at",2.35533913885093
"1552872_PM_at",3.00110976725838
"1552873_PM_s_at",2.98563870068396
"1552875_PM_a_at",2.92170410873874
"1552876_PM_at",2.46689600785912
"1552877_PM_s_at",2.68587449103543
"1552878_PM_at",2.33915916582326
"1552879_PM_a_at",2.81575574160478
"1552880_PM_at",2.51070220059719
"1552882_PM_a_at",2.8183647585348
"1552884_PM_at",2.92282813229436
"1552885_PM_a_at",3.10112883752101
"1552887_PM_at",2.75105187034774
"1552889_PM_a_at",3.64051461626159
"1552890_PM_a_at",2.6460799253238
"1552892_PM_at",3.7629368870736
"1552893_PM_at",3.69761847951656
"1552895_PM_a_at",2.6043078598461
"1552897_PM_a_at",2.39410563505088
"1552898_PM_a_at",2.5322131948884
"1552899_PM_at",3.05728354450937
"1552900_PM_a_at",2.55809008838738
"1552902_PM_a_at",2.65494558517912
"1552903_PM_at",2.61820618790697
"1552904_PM_at",2.25915257355272
"1552906_PM_at",2.45456530902213
"1552908_PM_at",2.43380635609257
"1552910_PM_at",3.26732278305896
"1552911_PM_at",2.63181365250933
"1552912_PM_a_at",2.69196019051834
"1552913_PM_at",2.36768423372403
"1552914_PM_a_at",2.86918474504649
"1552915_PM_at",2.73340792180714
"1552917_PM_at",2.78040911630615
"1552919_PM_at",2.36574192092089
"1552921_PM_a_at",2.70944369550988
"1552922_PM_at",2.49726857808701
"1552923_PM_a_at",2.91018626169431
"1552924_PM_a_at",3.0038799534682
"1552925_PM_at",2.58126176812
"1552927_PM_at",2.91103420471956
"1552928_PM_s_at",2.88562121158258
"1552929_PM_at",2.56656346553262
"1552930_PM_at",3.93342806987031
"1552931_PM_a_at",3.22503430210798
"1552932_PM_at",2.81336716251128
"1552933_PM_at",2.40620121774768
"1552935_PM_at",2.9333248803686
"1552937_PM_s_at",4.2020627439759
"1552938_PM_at",2.71581565531345
"1552939_PM_at",2.45186857883129
"1552940_PM_at",2.42387834161618
"1552942_PM_at",2.62000098855249
"1552943_PM_at",2.49921031278531
"1552944_PM_a_at",3.53032165736807
"1552946_PM_at",2.45838987244311
"1552947_PM_x_at",2.38106676309581
"1552948_PM_at",2.74911331480724
"1552950_PM_at",2.80803691595429
"1552952_PM_at",2.70868418349585
"1552953_PM_a_at",2.61871976258409
"1552954_PM_at",2.64322666880913
"1552955_PM_at",2.92796680917581
"1552957_PM_at",2.56091647310081
"1552960_PM_at",2.57162866343987
"1552961_PM_at",2.46975648443154
"1552964_PM_at",2.8165979515681
"1552965_PM_a_at",2.97060754975728
"1552967_PM_at",2.64429251992144
"1552969_PM_a_at",2.64119636501435
"1552970_PM_s_at",2.5684838497954
"1552971_PM_at",2.46041207695952
"1552972_PM_at",2.28590267556443
"1552973_PM_at",2.97686850767139
"1552974_PM_at",2.40278182425794
"1552975_PM_x_at",2.47022761957472
"1552976_PM_at",2.78469280926146
"1552977_PM_a_at",8.71057271978599
"1552978_PM_a_at",4.7825813724933
"1552979_PM_at",2.38512405869566
"1552980_PM_at",3.96241267220654
"1552982_PM_a_at",2.71639660043801
"1552985_PM_at",2.48344084975902
"1552986_PM_at",2.85063040035137
"1552987_PM_a_at",2.37619616600289
"1552988_PM_at",2.48461839800925
"1552990_PM_at",2.8236607156691
"1552991_PM_at",2.60539325063956
"1552993_PM_at",2.60318176439665
"1552995_PM_at",2.90253114622422
"1552997_PM_a_at",3.02406078324596
"1552998_PM_at",2.54184056895762
"1552999_PM_a_at",2.77911148267018
"1553002_PM_at",2.55188208099132
"1553003_PM_at",2.64030632458324
"1553004_PM_at",2.57418089866372
"1553006_PM_at",2.78622226429952
"1553007_PM_a_at",2.70696701216448
"1553009_PM_s_at",2.5416624192132
"1553011_PM_at",2.67955696797213
"1553013_PM_at",3.1649587543082
"1553015_PM_a_at",3.46099832658854
"1553016_PM_at",2.74556910924428
"1553019_PM_at",3.08299019224881
"1553020_PM_at",2.6687829912827
"1553021_PM_s_at",3.67952676011102
"1553022_PM_at",2.40259406765534
"1553023_PM_a_at",2.55922202912148
"1553024_PM_at",2.38976131762465
"1553025_PM_at",2.4529356839997
"1553027_PM_a_at",2.60523776120449
"1553028_PM_at",2.62658474340067
"1553030_PM_a_at",3.06705074450463
"1553031_PM_at",2.68928583901528
"1553032_PM_at",2.48535588171919
"1553033_PM_at",2.615758144758
"1553034_PM_at",3.48980916061641
"1553036_PM_at",2.72004327026638
"1553037_PM_a_at",2.63861403548339
"1553039_PM_a_at",3.23621183518158
"1553041_PM_at",2.89767957693673
"1553042_PM_a_at",3.54117383243401
"1553043_PM_a_at",9.12004355410589
"1553044_PM_at",2.60598611548708
"1553045_PM_at",2.90591887087925
"1553046_PM_s_at",2.86065753770335
"1553047_PM_at",3.48282118277403
"1553048_PM_a_at",3.14500594419137
"1553051_PM_s_at",2.95894399267077
"1553052_PM_at",2.52766045429264
"1553053_PM_at",2.84044389712366
"1553055_PM_a_at",4.60934707603799
"1553057_PM_at",3.05298784267477
"1553058_PM_at",2.67680265793011
"1553059_PM_at",2.63783911082863
"1553060_PM_at",2.77303059235855
"1553061_PM_at",2.88229666450581
"1553062_PM_at",2.81590510915654
"1553063_PM_at",2.79827257661911
"1553064_PM_at",2.85863384011877
"1553066_PM_at",2.78552976126861
"1553067_PM_a_at",2.92216804456102
"1553069_PM_at",2.78995085448108
"1553070_PM_a_at",2.56321360600397
"1553071_PM_a_at",2.60165481584706
"1553072_PM_at",2.70357323332655
"1553074_PM_at",2.44155960779508
"1553075_PM_a_at",2.40982134457277
"1553076_PM_at",2.50654672368646
"1553077_PM_at",2.53491696916598
"1553078_PM_at",2.68923568692644
"1553079_PM_at",2.57024287912713
"1553080_PM_at",3.87541496103236
"1553081_PM_at",3.09277506479992
"1553082_PM_at",2.63926714906748
"1553083_PM_at",3.12940263987903
"1553084_PM_at",2.53551276247743
"1553086_PM_at",2.47348914409112
"1553087_PM_at",3.09827404925375
"1553088_PM_a_at",3.93696054601837
"1553089_PM_a_at",2.91170240604829
"1553093_PM_a_at",2.59323167150666
"1553094_PM_at",2.58878702046377
"1553096_PM_s_at",6.59771498036504
"1553099_PM_at",3.36061927627511
"1553101_PM_a_at",7.31725101516441
"1553102_PM_a_at",8.69958372649289
"1553103_PM_at",6.76000235412551
"1553105_PM_s_at",2.52519262401169
"1553106_PM_at",3.11249458099725
"1553107_PM_s_at",6.00502802904357
"1553108_PM_at",2.69953850382804
"1553111_PM_a_at",4.42867345541921
"1553112_PM_s_at",3.67565435379308
"1553113_PM_s_at",4.30103323413164
"1553114_PM_a_at",3.2424793034
"1553115_PM_at",2.85227311190172
"1553117_PM_a_at",7.74713681020421
"1553118_PM_at",4.73590371887607
"1553120_PM_at",2.44186396255679
"1553122_PM_s_at",2.86047927933482
"1553123_PM_at",2.71388695207303
"1553125_PM_x_at",2.77563481718548
"1553126_PM_a_at",2.51787798942276
"1553127_PM_a_at",2.64375418208816
"1553129_PM_at",2.44319090076525
"1553130_PM_at",3.10982290985266
"1553131_PM_a_at",2.62395412950555
"1553132_PM_a_at",4.09623708773304
"1553133_PM_at",5.45606709703204
"1553134_PM_s_at",2.86104276436642
"1553136_PM_at",4.12510705959784
"1553137_PM_s_at",2.99349676239986
"1553138_PM_a_at",2.75702079480559
"1553139_PM_s_at",2.66954644469633
"1553140_PM_at",2.81928564308797
"1553141_PM_at",2.75371076546874
"1553142_PM_at",2.46043572037991
"1553145_PM_at",5.67279306503228
"1553146_PM_at",2.67415679514978
"1553147_PM_at",2.48118453053516
"1553148_PM_a_at",4.09396982701761
"1553150_PM_at",2.63157161955084
"1553151_PM_at",2.50693954746113
"1553153_PM_at",3.14176142866214
"1553155_PM_x_at",2.95137160440338
"1553156_PM_at",2.77280619774546
"1553157_PM_at",2.58346473906053
"1553158_PM_at",7.16583904700165
"1553159_PM_at",2.81415211522546
"1553162_PM_x_at",3.66872679465703
"1553163_PM_at",2.80463519173333
"1553165_PM_at",4.20442681535851
"1553166_PM_at",3.24381843244486
"1553167_PM_a_at",3.15080975854125
"1553168_PM_at",2.94522612889424
"1553169_PM_at",2.66974575474331
"1553171_PM_x_at",2.71677650937132
"1553172_PM_at",4.38892613633941
"1553174_PM_at",2.76393347978776
"1553175_PM_s_at",3.10857458016862
"1553176_PM_at",3.51722584935816
"1553177_PM_at",6.66791499226073
"1553178_PM_a_at",2.93975149129685
"1553179_PM_at",2.59049621915029
"1553180_PM_at",2.27713624181048
"1553181_PM_at",3.23882775496306
"1553183_PM_at",2.46688811202566
"1553185_PM_at",8.9758450811038
"1553186_PM_x_at",8.82574230735164
"1553188_PM_s_at",2.45417083857142
"1553190_PM_s_at",2.98814328690629
"1553191_PM_at",2.39761986777546
"1553192_PM_at",2.95527424503423
"1553193_PM_at",2.81316063116406
"1553194_PM_at",2.74972635054568
"1553196_PM_a_at",3.92114702802208
"1553197_PM_at",2.48958005584897
"1553199_PM_at",2.57823605587129
"1553202_PM_at",2.52629247495863
"1553204_PM_at",2.97440673734131
"1553205_PM_at",3.14557075556306
"1553207_PM_at",3.11658957194299
"1553208_PM_s_at",2.62221378684895
"1553209_PM_at",2.52507184530652
"1553211_PM_at",2.43995585888928
"1553212_PM_at",2.69283858028711
"1553213_PM_a_at",2.56486395262347
"1553214_PM_a_at",2.75614464204944
"1553215_PM_s_at",3.53768744643742
"1553216_PM_at",2.99240765276078
"1553217_PM_s_at",3.03935294354074
"1553218_PM_a_at",6.08930193508785
"1553219_PM_a_at",2.93338846202201
"1553220_PM_at",3.74374109607025
"1553221_PM_at",3.18257313464629
"1553222_PM_at",4.82170680615018
"1553224_PM_at",2.92753578888356
"1553225_PM_s_at",3.56057706164609
"1553226_PM_at",2.57520931896999
"1553227_PM_s_at",3.4868982305365
"1553228_PM_at",2.3979002311612
"1553229_PM_at",2.83041118823224
"1553232_PM_at",2.56557358138732
"1553234_PM_at",3.22290787480329
"1553235_PM_at",2.62297424323702
"1553237_PM_x_at",2.83603749027491
"1553238_PM_a_at",3.72534215989816
"1553239_PM_at",2.94528676165153
"1553241_PM_at",2.63959107929911
"1553243_PM_at",2.5712248468475
"1553244_PM_at",2.82665535958434
"1553246_PM_a_at",2.98780834273614
"1553247_PM_a_at",2.91196915387289
"1553248_PM_at",2.83662065747361
"1553249_PM_at",2.58164370343557
"1553252_PM_a_at",6.58872839752045
"1553253_PM_at",3.42152940600311
"1553254_PM_at",2.7529724469253
"1553255_PM_at",2.79968967090038
"1553257_PM_at",2.57706557055538
"1553258_PM_at",2.95688515787807
"1553260_PM_s_at",2.55998871822442
"1553261_PM_x_at",2.3345242055789
"1553262_PM_a_at",3.37293791508472
"1553263_PM_at",3.18309881613693
"1553264_PM_a_at",2.94048704390071
"1553265_PM_at",2.97386857489339
"1553266_PM_at",2.94706040682214
"1553267_PM_a_at",3.04083663446792
"1553268_PM_at",2.87267202397422
"1553269_PM_at",2.78998692200839
"1553271_PM_at",4.23875336280237
"1553272_PM_at",3.11899020428731
"1553274_PM_a_at",5.6299642752102
"1553275_PM_s_at",2.83316636369615
"1553276_PM_at",2.43797070297266
"1553277_PM_at",2.47852590453052
"1553279_PM_at",3.33431972255172
"1553280_PM_at",2.97629633810905
"1553281_PM_at",2.72006954941337
"1553282_PM_at",2.46702069267123
"1553284_PM_s_at",3.013985796787
"1553285_PM_s_at",2.78318309012878
